ID_REDE;1_REDE_DE_ENSINO;V00_Total de escolas por rede;V01_Escolas sem instalações elétricas;V02_Escolas com instalações elétricas;V03_1. Acesso adequado - fibra;V04_2. Acesso inadequado - menos de 20 km;V05_3. Acesso inadequado - mais de 20 km;V06_4. Acesso inadequado - localização imprecisa;V07_Escolas acima de 1Mbps;V08_Escolas abaixo de 1Mbps;V09_Escolas com medidor;V10_Escolas sem medidor
Municipal - 3533007;Municipal - Nova Granada;6;0;6;6;0;0;0;0;6;2;4
Municipal - 2929305;Municipal - São Gonçalo dos Campos;22;0;22;19;3;0;0;2;20;12;10
Municipal - 2929503;Municipal - São Sebastião do Passé;32;0;32;18;13;0;1;0;32;2;30
Municipal - 3502101;Municipal - Andradina;30;0;30;27;3;0;0;0;30;0;30
Municipal - 2924306;Municipal - Piatã;19;0;19;9;9;0;1;1;18;6;13
Municipal - 2933109;Municipal - Várzea do Poço;9;0;9;3;6;0;0;0;9;2;7
Municipal - 3127404;Municipal - Gonçalves;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3162450;Municipal - São João das Missões;4;0;4;3;1;0;0;0;4;0;4
Municipal - 4117107;Municipal - Nova Londrina;8;0;8;8;0;0;0;0;8;0;8
Municipal - 2305506;Municipal - Iguatu;46;0;46;25;21;0;0;0;46;6;40
Municipal - 2305605;Municipal - Independência;36;0;36;9;11;16;0;0;36;3;33
Municipal - 3100203;Municipal - Abaeté;12;0;12;7;4;1;0;0;12;7;5
Municipal - 5209150;Municipal - Gouvelândia;4;0;4;4;0;0;0;2;2;2;2
Municipal - 3115102;Municipal - Cássia;7;0;7;5;2;0;0;1;6;2;5
Municipal - 3165206;Municipal - São Tomé das Letras;4;0;4;2;2;0;0;0;4;1;3
Municipal - 4103479;Municipal - Cafezal do Sul;5;0;5;4;0;0;1;1;4;4;1
Municipal - 3148608;Municipal - Peçanha;9;0;9;6;3;0;0;0;9;0;9
Municipal - 4102208;Municipal - Atalaia;3;0;3;3;0;0;0;0;3;1;2
Municipal - 4113106;Municipal - Kaloré;5;0;5;4;1;0;0;1;4;3;2
Municipal - 2605202;Municipal - Escada;42;0;42;29;13;0;0;0;42;0;42
Municipal - 3113008;Municipal - Caraí;28;0;28;4;24;0;0;1;27;4;24
Municipal - 2614808;Municipal - Tacaratu;20;0;20;7;13;0;0;0;20;3;17
Municipal - 3117009;Municipal - Comercinho;11;0;11;3;8;0;0;0;11;0;11
Municipal - 4125555;Municipal - São Manoel do Paraná;2;0;2;2;0;0;0;1;1;1;1
Municipal - 4124707;Municipal - São Jerônimo da Serra;8;0;8;7;1;0;0;1;7;1;7
Municipal - 2614857;Municipal - Tamandaré;25;0;25;8;14;0;3;0;25;3;22
Municipal - 2606200;Municipal - Goiana;39;0;39;24;14;0;1;0;39;1;38
Municipal - 3103603;Municipal - Arantina;3;0;3;3;0;0;0;0;3;0;3
Municipal - 3105707;Municipal - Barra Longa;11;0;11;11;0;0;0;0;11;0;11
Municipal - 3201100;Municipal - Bom Jesus do Norte;7;0;7;6;1;0;0;0;7;1;6
Municipal - 3158607;Municipal - Santana do Deserto;6;0;6;6;0;0;0;0;6;1;5
Municipal - 3102605;Municipal - Andradas;15;0;15;13;2;0;0;0;15;9;6
Municipal - 3545704;Municipal - Santa Albertina;4;0;4;4;0;0;0;0;4;1;3
Municipal - 3158904;Municipal - Santana do Manhuaçu;13;0;13;9;4;0;0;0;13;0;13
Municipal - 2600302;Municipal - Agrestina;19;0;19;11;7;0;1;0;19;1;18
Municipal - 2307502;Municipal - Lavras da Mangabeira;24;0;24;21;3;0;0;1;23;17;7
Municipal - 2609808;Municipal - Orocó;24;0;24;6;18;0;0;3;21;8;16
Municipal - 3135456;Municipal - Jenipapo de Minas;13;0;13;2;10;1;0;0;13;0;13
Municipal - 2407500;Municipal - Maxaranguape;14;0;14;8;6;0;0;1;13;4;10
Municipal - 3141702;Municipal - Mesquita;5;0;5;4;1;0;0;0;5;2;3
Municipal - 2708808;Municipal - São Sebastião;33;0;33;23;10;0;0;1;32;18;15
Municipal - 3124807;Municipal - Estrela do Sul;7;0;7;3;4;0;0;1;6;3;4
Municipal - 3113305;Municipal - Carangola;21;0;21;15;6;0;0;4;17;10;11
Municipal - 3501152;Municipal - Alumínio;12;0;12;11;1;0;0;0;12;0;12
Municipal - 3503505;Municipal - Areias;4;0;4;4;0;0;0;0;4;0;4
Municipal - 3517802;Municipal - Guaraçaí;4;0;4;4;0;0;0;0;4;0;4
Municipal - 2308401;Municipal - Missão Velha;35;0;35;21;13;0;1;3;32;8;27
Municipal - 3500105;Municipal - Adamantina;14;0;14;14;0;0;0;0;14;4;10
Municipal - 3528304;Municipal - Magda;2;0;2;2;0;0;0;0;2;0;2
Municipal - 2602001;Municipal - Bodocó;43;1;42;17;25;1;0;0;43;1;42
Municipal - 2909307;Municipal - Correntina;31;0;31;17;6;8;0;3;28;16;15
Municipal - 4107108;Municipal - Diamante do Norte;3;0;3;3;0;0;0;0;3;0;3
Municipal - 3155702;Municipal - Rio Piracicaba;9;0;9;5;4;0;0;1;8;2;7
Municipal - 3300936;Municipal - Carapebus;14;0;14;11;3;0;0;0;14;0;14
Municipal - 3204203;Municipal - Piúma;15;0;15;14;1;0;0;2;13;5;10
Municipal - 3509403;Municipal - Cajuru;14;0;14;13;1;0;0;0;14;0;14
Municipal - 5214002;Municipal - Mozarlândia;6;0;6;6;0;0;0;1;5;5;1
Municipal - 2504405;Municipal - Conceição;31;0;31;7;24;0;0;0;31;1;30
Municipal - 5221809;Municipal - Urutaí;2;0;2;2;0;0;0;0;2;1;1
Municipal - 4301503;Municipal - Augusto Pestana;4;0;4;4;0;0;0;1;3;1;3
Municipal - 3122405;Municipal - Divisa Nova;3;0;3;3;0;0;0;0;3;0;3
Municipal - 3517208;Municipal - Guaiçara;6;0;6;5;1;0;0;0;6;2;4
Municipal - 2926004;Municipal - Remanso;75;6;69;58;8;9;0;3;72;9;66
Municipal - 2313559;Municipal - Tururu;22;0;22;12;8;0;2;0;22;0;22
Municipal - 5206909;Municipal - Davinópolis;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3526803;Municipal - Lençóis Paulista;35;0;35;33;2;0;0;3;32;5;30
Municipal - 2614204;Municipal - Sirinhaém;30;0;30;22;7;0;1;0;30;1;29
Municipal - 3107000;Municipal - Biquinhas;3;0;3;3;0;0;0;0;3;0;3
Municipal - 3108701;Municipal - Brás Pires;4;0;4;3;1;0;0;0;4;1;3
Municipal - 3115201;Municipal - Conceição da Barra de Minas;2;0;2;2;0;0;0;0;2;0;2
Municipal - 4109500;Municipal - Guaraqueçaba;23;3;20;3;19;1;0;0;23;0;23
Municipal - 2402907;Municipal - Coronel João Pessoa;13;0;13;7;6;0;0;1;12;2;11
Municipal - 4312500;Municipal - Mostardas;13;0;13;9;3;0;1;2;11;9;4
Municipal - 4310009;Municipal - Ibirubá;15;0;15;13;2;0;0;0;15;1;14
Municipal - 3115409;Municipal - Catas Altas da Noruega;5;0;5;2;3;0;0;0;5;0;5
Municipal - 2408201;Municipal - Nísia Floresta;27;0;27;16;11;0;0;2;25;2;25
Municipal - 2918555;Municipal - Jussari;17;0;17;11;6;0;0;0;17;0;17
Municipal - 2707404;Municipal - Porto de Pedras;15;0;15;4;11;0;0;0;15;0;15
Municipal - 2908200;Municipal - Conceição da Feira;23;0;23;23;0;0;0;0;23;2;21
Municipal - 2805307;Municipal - Pirambu;10;0;10;6;3;1;0;0;10;0;10
Municipal - 2406205;Municipal - Lagoa d'Anta;8;0;8;4;4;0;0;0;8;0;8
Municipal - 4202602;Municipal - Bom Retiro;11;0;11;5;5;1;0;0;11;0;11
Municipal - 4322707;Municipal - Vera Cruz;20;0;20;17;3;0;0;6;14;14;6
Municipal - 2909208;Municipal - Coronel João Sá;67;0;67;52;15;0;0;0;67;1;66
Municipal - 5200159;Municipal - Adelândia;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3129509;Municipal - Ibiá;16;0;16;11;3;2;0;2;14;4;12
Municipal - 2501104;Municipal - Areia;18;0;18;10;8;0;0;0;18;1;17
Municipal - 2928901;Municipal - São Desidério;34;0;34;21;8;3;2;2;32;18;16
Municipal - 4200804;Municipal - Anchieta;8;0;8;2;6;0;0;0;8;1;7
Municipal - 3205101;Municipal - Viana;39;0;39;37;2;0;0;4;35;32;7
Municipal - 3146255;Municipal - Padre Carvalho;7;0;7;7;0;0;0;0;7;0;7
Municipal - 2411502;Municipal - Santo Antônio;17;0;17;7;10;0;0;1;16;5;12
Municipal - 2612901;Municipal - São Benedito do Sul;20;0;20;8;12;0;0;0;20;0;20
Municipal - 3102407;Municipal - Alvorada de Minas;5;0;5;1;4;0;0;0;5;0;5
Municipal - 3555901;Municipal - Uru;2;0;2;2;0;0;0;0;2;0;2
Municipal - 2916005;Municipal - Itanhém;24;0;24;18;4;0;2;10;14;13;11
Municipal - 3545605;Municipal - Santa Adélia;10;0;10;8;2;0;0;0;10;0;10
Municipal - 3157005;Municipal - Salinas;24;0;24;16;7;1;0;8;16;12;12
Municipal - 3166709;Municipal - Serra dos Aimorés;5;0;5;4;1;0;0;1;4;1;4
Municipal - 3150505;Municipal - Pimenta;3;0;3;3;0;0;0;0;3;0;3
Municipal - 2414506;Municipal - Umarizal;15;0;15;14;1;0;0;1;14;7;8
Municipal - 2915502;Municipal - Itajuípe;32;0;32;27;5;0;0;4;28;11;21
Municipal - 2414902;Municipal - Viçosa;2;0;2;2;0;0;0;0;2;0;2
Municipal - 2932507;Municipal - Una;27;0;27;24;2;0;1;1;26;2;25
Municipal - 3137908;Municipal - Lamim;6;0;6;1;5;0;0;0;6;0;6
Municipal - 3148806;Municipal - Pedra do Anta;2;0;2;2;0;0;0;0;2;0;2
Municipal - 2501302;Municipal - Aroeiras;35;0;35;8;27;0;0;0;35;0;35
Municipal - 3530102;Municipal - Mirandópolis;12;0;12;8;4;0;0;2;10;4;8
Municipal - 2501609;Municipal - Barra de Santa Rosa;14;0;14;8;6;0;0;0;14;1;13
Municipal - 3101805;Municipal - Alpercata;9;0;9;3;6;0;0;0;9;0;9
Municipal - 2504306;Municipal - Catolé do Rocha;13;0;13;6;7;0;0;0;13;0;13
Municipal - 2504603;Municipal - Conde;30;0;30;19;9;0;2;0;30;2;28
Municipal - 2907707;Municipal - Chorrochó;26;0;26;25;1;0;0;2;24;11;15
Municipal - 2505204;Municipal - Cuitegi;11;0;11;10;1;0;0;5;6;8;3
Municipal - 2505600;Municipal - Diamante;10;0;10;5;5;0;0;0;10;1;9
Municipal - 3521200;Municipal - Iporanga;13;0;13;4;9;0;0;0;13;0;13
Municipal - 2506202;Municipal - Frei Martinho;3;0;3;2;1;0;0;0;3;0;3
Municipal - 5207402;Municipal - Edéia;5;0;5;5;0;0;0;0;5;2;3
Municipal - 4110052;Municipal - Iguatu;2;0;2;2;0;0;0;0;2;0;2
Municipal - 2914802;Municipal - Itabuna;90;0;90;86;4;0;0;13;77;29;61
Municipal - 2506608;Municipal - Ibiara;7;0;7;6;1;0;0;0;7;0;7
Municipal - 2909406;Municipal - Cotegipe;29;0;29;20;2;2;5;4;25;8;21
Municipal - 2924678;Municipal - Piraí do Norte;32;0;32;16;16;0;0;1;31;3;29
Municipal - 2931608;Municipal - Teolândia;22;0;22;11;11;0;0;0;22;0;22
Municipal - 3514957;Municipal - Embaúba;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3523008;Municipal - Itapura;3;0;3;1;2;0;0;0;3;0;3
Municipal - 2508901;Municipal - Mamanguape;24;0;24;15;9;0;0;1;23;5;19
Municipal - 3519709;Municipal - Ibiúna;64;0;64;52;12;0;0;24;40;35;29
Municipal - 2509206;Municipal - Massaranduba;14;0;14;7;7;0;0;0;14;1;13
Municipal - 2806206;Municipal - Salgado;24;0;24;5;19;0;0;2;22;6;18
Municipal - 2509800;Municipal - Mulungu;14;0;14;5;9;0;0;0;14;0;14
Municipal - 3108552;Municipal - Brasilândia de Minas;5;0;5;4;1;0;0;0;5;2;3
Municipal - 3521309;Municipal - Ipuã;14;0;14;13;1;0;0;7;7;10;4
Municipal - 3505351;Municipal - Barra do Chapéu;15;0;15;3;12;0;0;0;15;0;15
Municipal - 3513306;Municipal - Cruzália;2;0;2;2;0;0;0;0;2;0;2
Municipal - 2512754;Municipal - Riachão do Bacamarte;9;0;9;7;2;0;0;0;9;0;9
Municipal - 4313086;Municipal - Nova Pádua;1;0;1;1;0;0;0;0;1;0;1
Municipal - 2929008;Municipal - São Félix;13;0;13;7;6;0;0;0;13;0;13
Municipal - 2700904;Municipal - Belo Monte;14;0;14;5;9;0;0;0;14;2;12
Municipal - 2926301;Municipal - Riachão do Jacuípe;28;0;28;22;6;0;0;4;24;6;22
Municipal - 3539608;Municipal - Planalto;3;0;3;3;0;0;0;0;3;0;3
Municipal - 2514800;Municipal - São José dos Cordeiros;11;0;11;4;6;1;0;1;10;2;9
Municipal - 4306908;Municipal - Encruzilhada do Sul;16;0;16;14;1;1;0;1;15;9;7
Municipal - 3515350;Municipal - Euclides da Cunha Paulista;6;0;6;3;3;0;0;0;6;0;6
Municipal - 4218806;Municipal - Turvo;13;0;13;10;3;0;0;2;11;6;7
Municipal - 4317905;Municipal - Santo Cristo;8;0;8;7;1;0;0;2;6;7;1
Municipal - 2516201;Municipal - Sousa;30;0;30;15;15;0;0;6;24;19;11
Municipal - 2607604;Municipal - Ilha de Itamaracá;15;0;15;11;4;0;0;0;15;0;15
Municipal - 4310801;Municipal - Ivoti;16;0;16;16;0;0;0;5;11;12;4
Municipal - 2604502;Municipal - Chã Grande;15;0;15;7;8;0;0;0;15;0;15
Municipal - 3131406;Municipal - Ipiaçu;3;0;3;3;0;0;0;1;2;1;2
Municipal - 3126307;Municipal - Fortaleza de Minas;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3138401;Municipal - Leopoldina;26;0;26;21;4;0;1;6;20;13;13
Municipal - 5214051;Municipal - Mundo Novo;4;0;4;3;0;1;0;0;4;0;4
Municipal - 2804409;Municipal - Neópolis;17;0;17;7;10;0;0;1;16;2;15
Municipal - 3169703;Municipal - Turmalina;16;0;16;12;4;0;0;0;16;2;14
Municipal - 3138682;Municipal - Luislândia;8;0;8;8;0;0;0;0;8;1;7
Municipal - 4200309;Municipal - Agronômica;6;0;6;4;2;0;0;0;6;1;5
Municipal - 3512506;Municipal - Coroados;3;0;3;3;0;0;0;0;3;0;3
Municipal - 3554755;Municipal - Trabiju;2;0;2;2;0;0;0;0;2;0;2
Municipal - 2605806;Municipal - Frei Miguelinho;12;0;12;5;7;0;0;0;12;1;11
Municipal - 2916302;Municipal - Itapebi;13;0;13;9;3;1;0;0;13;2;11
Municipal - 3171071;Municipal - Veredinha;5;0;5;2;3;0;0;0;5;0;5
Municipal - 3143450;Municipal - Montezuma;6;0;6;4;2;0;0;0;6;2;4
Municipal - 3500204;Municipal - Adolfo;3;0;3;3;0;0;0;0;3;0;3
Municipal - 3554607;Municipal - Timburi;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3512704;Municipal - Corumbataí;3;0;3;3;0;0;0;0;3;0;3
Municipal - 2610103;Municipal - Palmeirina;14;0;14;5;9;0;0;1;13;3;11
Municipal - 4304903;Municipal - Casca;3;0;3;3;0;0;0;0;3;0;3
Municipal - 3134103;Municipal - Itueta;7;0;7;1;6;0;0;0;7;0;7
Municipal - 3523800;Municipal - Itobi;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3500709;Municipal - Agudos;18;0;18;17;1;0;0;1;17;2;16
Municipal - 2612505;Municipal - Santa Cruz do Capibaribe;26;0;26;24;2;0;0;1;25;8;18
Municipal - 3127909;Municipal - Grupiara;1;0;1;1;0;0;0;0;1;0;1
Municipal - 3503109;Municipal - Arandu;4;0;4;2;2;0;0;0;4;0;4
Municipal - 3557204;Municipal - Chavantes;10;0;10;9;1;0;0;2;8;7;3
Municipal - 3159001;Municipal - Santana do Riacho;4;0;4;2;2;0;0;0;4;2;2
Municipal - 3531605;Municipal - Monte Castelo;3;0;3;3;0;0;0;0;3;0;3
Municipal - 3505906;Municipal - Batatais;19;0;19;19;0;0;0;6;13;9;10
Municipal - 4205100;Municipal - Dona Emma;5;0;5;4;1;0;0;0;5;0;5
Municipal - 2706109;Municipal - Ouro Branco;23;0;23;13;10;0;0;0;23;2;21
Municipal - 3140530;Municipal - Martins Soares;9;0;9;3;6;0;0;0;9;0;9
Municipal - 4113254;Municipal - Laranjal;5;0;5;3;2;0;0;0;5;0;5
Municipal - 3148400;Municipal - Paulistas;4;0;4;2;2;0;0;0;4;0;4
Municipal - 3153608;Municipal - Prudente de Morais;7;0;7;7;0;0;0;0;7;1;6
Municipal - 3542602;Municipal - Registro;39;0;39;31;8;0;0;3;36;6;33
Municipal - 3531001;Municipal - Monções;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3146206;Municipal - Ouro Verde de Minas;8;0;8;4;4;0;0;0;8;0;8
Municipal - 2921203;Municipal - Miguel Calmon;41;0;41;28;12;0;1;7;34;22;19
Municipal - 4125456;Municipal - São José das Palmeiras;2;0;2;2;0;0;0;0;2;0;2
Municipal - 4209805;Municipal - Leoberto Leal;7;0;7;3;4;0;0;0;7;1;6
Municipal - 3135704;Municipal - Jequitibá;4;0;4;3;1;0;0;0;4;1;3
Municipal - 3142908;Municipal - Monte Azul;13;0;13;4;8;1;0;0;13;0;13
Municipal - 3510708;Municipal - Cardoso;9;0;9;7;2;0;0;0;9;0;9
Municipal - 4115705;Municipal - Matinhos;22;0;22;22;0;0;0;4;18;5;17
Municipal - 3162807;Municipal - São João Evangelista;8;0;8;7;1;0;0;0;8;0;8
Municipal - 2917805;Municipal - Jaguaripe;29;0;29;4;13;0;12;0;29;4;25
Municipal - 3301405;Municipal - Conceição de Macabu;17;0;17;12;5;0;0;1;16;5;12
Municipal - 2900108;Municipal - Abaíra;7;0;7;3;4;0;0;0;7;1;6
Municipal - 2900306;Municipal - Acajutiba;16;0;16;7;9;0;0;0;16;0;16
Municipal - 5208905;Municipal - Goiás;14;0;14;9;4;1;0;5;9;8;6
Municipal - 4101051;Municipal - Anahy;3;0;3;3;0;0;0;0;3;0;3
Municipal - 4302006;Municipal - Barros Cassal;12;0;12;8;4;0;0;4;8;5;7
Municipal - 3106101;Municipal - Belmiro Braga;4;0;4;4;0;0;0;0;4;0;4
Municipal - 2902708;Municipal - Barra;67;0;67;34;10;6;17;1;66;1;66
Municipal - 3302452;Municipal - Macuco;4;0;4;4;0;0;0;0;4;0;4
Municipal - 3156809;Municipal - Sabinópolis;9;0;9;5;4;0;0;0;9;0;9
Municipal - 3171030;Municipal - Verdelândia;12;0;12;7;5;0;0;1;11;2;10
Municipal - 3129004;Municipal - Guiricema;3;0;3;2;1;0;0;0;3;0;3
Municipal - 3519204;Municipal - Iacri;2;0;2;2;0;0;0;0;2;0;2
Municipal - 4215208;Municipal - Romelândia;6;0;6;6;0;0;0;0;6;0;6
Municipal - 4213153;Municipal - Planalto Alegre;3;0;3;3;0;0;0;1;2;1;2
Municipal - 3172202;Municipal - Wenceslau Braz;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3149200;Municipal - Pedrinópolis;3;0;3;3;0;0;0;0;3;0;3
Municipal - 3204252;Municipal - Ponto Belo;6;0;6;4;2;0;0;0;6;0;6
Municipal - 3536570;Municipal - Paulistânia;3;0;3;3;0;0;0;0;3;0;3
Municipal - 5204805;Municipal - Campo Alegre de Goiás;6;0;6;6;0;0;0;1;5;2;4
Municipal - 3152907;Municipal - Pratápolis;3;0;3;3;0;0;0;0;3;0;3
Municipal - 4120101;Municipal - Porto Amazonas;4;0;4;4;0;0;0;0;4;0;4
Municipal - 4119905;Municipal - Ponta Grossa;154;0;154;154;0;0;0;35;119;100;54
Municipal - 3545001;Municipal - Salesópolis;9;0;9;8;1;0;0;0;9;4;5
Municipal - 2918605;Municipal - Jussiape;7;0;7;5;2;0;0;0;7;0;7
Municipal - 4314159;Municipal - Paverama;12;0;12;7;4;0;1;3;9;4;8
Municipal - 5222302;Municipal - Vila Propício;5;0;5;2;1;2;0;0;5;0;5
Municipal - 4111506;Municipal - Ivaiporã;21;0;21;20;1;0;0;4;17;7;14
Municipal - 3151305;Municipal - Piraúba;5;0;5;5;0;0;0;0;5;3;2
Municipal - 3200359;Municipal - Alto Rio Novo;9;0;9;6;3;0;0;2;7;5;4
Municipal - 3539004;Municipal - Pirangi;4;0;4;4;0;0;0;0;4;0;4
Municipal - 3509601;Municipal - Campo Limpo Paulista;36;0;36;36;0;0;0;4;32;25;11
Municipal - 3528908;Municipal - Mariápolis;3;0;3;3;0;0;0;0;3;0;3
Municipal - 2915403;Municipal - Itaju do Colônia;10;0;10;9;1;0;0;0;10;1;9
Municipal - 2919108;Municipal - Lamarão;15;0;15;7;8;0;0;1;14;5;10
Municipal - 4119707;Municipal - Planaltina do Paraná;3;0;3;3;0;0;0;0;3;1;2
Municipal - 4123808;Municipal - Santa Izabel do Oeste;10;0;10;6;4;0;0;0;10;0;10
Municipal - 3162302;Municipal - São João da Mata;2;0;2;2;0;0;0;0;2;1;1
Municipal - 3305703;Municipal - Sumidouro;23;0;23;22;1;0;0;2;21;4;19
Municipal - 3501400;Municipal - Álvaro de Carvalho;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3161650;Municipal - São Geraldo do Baixio;4;0;4;3;1;0;0;0;4;0;4
Municipal - 3111903;Municipal - Cana Verde;3;0;3;3;0;0;0;0;3;0;3
Municipal - 3528700;Municipal - Marabá Paulista;4;0;4;3;1;0;0;0;4;0;4
Municipal - 4103305;Municipal - Borrazópolis;4;0;4;4;0;0;0;0;4;2;2
Municipal - 3140605;Municipal - Materlândia;5;0;5;2;3;0;0;0;5;0;5
Municipal - 3153509;Municipal - Alto Jequitibá;10;0;10;4;6;0;0;1;9;1;9
Municipal - 3133501;Municipal - Itapecerica;5;0;5;4;1;0;0;1;4;2;3
Municipal - 3556800;Municipal - Viradouro;13;0;13;13;0;0;0;0;13;0;13
Municipal - 3536257;Municipal - Parisi;3;0;3;3;0;0;0;0;3;0;3
Municipal - 5210208;Municipal - Iporá;15;0;15;14;1;0;0;6;9;11;4
Municipal - 5205497;Municipal - Cidade Ocidental;23;0;23;22;1;0;0;0;23;2;21
Municipal - 3554656;Municipal - Torre de Pedra;3;0;3;3;0;0;0;1;2;1;2
Municipal - 4305603;Municipal - Colorado;4;0;4;3;1;0;0;0;4;0;4
Municipal - 4311254;Municipal - Lagoão;7;0;7;4;3;0;0;1;6;2;5
Municipal - 3164308;Municipal - São Roque de Minas;5;0;5;3;2;0;0;0;5;0;5
Municipal - 3539301;Municipal - Pirassununga;35;0;35;32;3;0;0;16;19;31;4
Municipal - 3503158;Municipal - Arapeí;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3518107;Municipal - Guarantã;4;0;4;4;0;0;0;0;4;0;4
Municipal - 4305439;Municipal - Chuí;3;0;3;3;0;0;0;0;3;2;1
Municipal - 3527504;Municipal - Lucianópolis;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3306156;Municipal - Varre-Sai;12;0;12;6;6;0;0;3;9;5;7
Municipal - 3112208;Municipal - Capela Nova;9;0;9;9;0;0;0;1;8;1;8
Municipal - 3543238;Municipal - Ribeirão dos Índios;3;0;3;3;0;0;0;0;3;0;3
Municipal - 3528403;Municipal - Mairinque;35;0;35;33;2;0;0;0;35;1;34
Municipal - 4101853;Municipal - Ariranha do Ivaí;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3124302;Municipal - Espinosa;35;0;35;8;21;6;0;0;35;1;34
Municipal - 4116901;Municipal - Nova Esperança;15;0;15;14;1;0;0;5;10;11;4
Municipal - 3148905;Municipal - Pedra do Indaiá;4;0;4;2;2;0;0;0;4;0;4
Municipal - 3127354;Municipal - Glaucilândia;5;0;5;2;3;0;0;0;5;0;5
Municipal - 3151800;Municipal - Poços de Caldas;67;0;67;61;6;0;0;0;67;7;60
Municipal - 3104502;Municipal - Arinos;15;0;15;7;2;6;0;0;15;0;15
Municipal - 3515806;Municipal - Flora Rica;2;0;2;2;0;0;0;0;2;0;2
Municipal - 4114708;Municipal - Maria Helena;3;0;3;3;0;0;0;0;3;0;3
Municipal - 3528106;Municipal - Macaubal;3;0;3;3;0;0;0;0;3;0;3
Municipal - 2932309;Municipal - Ubatã;25;0;25;24;1;0;0;5;20;10;15
Municipal - 3508900;Municipal - Caiabu;4;0;4;2;2;0;0;0;4;0;4
Municipal - 4122172;Municipal - Rio Branco do Ivaí;6;0;6;4;2;0;0;0;6;1;5
Municipal - 4321667;Municipal - Três Cachoeiras;5;0;5;5;0;0;0;4;1;4;1
Municipal - 3538501;Municipal - Piquete;5;0;5;3;2;0;0;1;4;2;3
Municipal - 3533908;Municipal - Olímpia;27;0;27;27;0;0;0;9;18;25;2
Municipal - 3504503;Municipal - Avaré;39;0;39;37;2;0;0;0;39;1;38
Municipal - 2933307;Municipal - Vitória da Conquista;158;0;158;113;40;0;5;11;147;41;117
Municipal - 3101102;Municipal - Aimorés;16;0;16;15;1;0;0;3;13;6;10
Municipal - 4122008;Municipal - Rio Azul;12;0;12;5;7;0;0;0;12;1;11
Municipal - 4103958;Municipal - Campina do Simão;5;0;5;3;2;0;0;0;5;1;4
Municipal - 4110078;Municipal - Imbaú;9;0;9;9;0;0;0;0;9;0;9
Municipal - 4116505;Municipal - Nova Aliança do Ivaí;3;0;3;3;0;0;0;0;3;0;3
Municipal - 3102803;Municipal - Andrelândia;5;0;5;5;0;0;0;0;5;4;1
Municipal - 4127007;Municipal - Teixeira Soares;8;0;8;8;0;0;0;1;7;5;3
Municipal - 4128807;Municipal - Xambrê;6;0;6;6;0;0;0;0;6;3;3
Municipal - 4121356;Municipal - Rancho Alegre D'Oeste;3;0;3;3;0;0;0;1;2;1;2
Municipal - 4112207;Municipal - Janiópolis;4;0;4;4;0;0;0;3;1;3;1
Municipal - 4120507;Municipal - Primeiro de Maio;7;0;7;6;1;0;0;2;5;3;4
Municipal - 3104304;Municipal - Areado;6;0;6;6;0;0;0;0;6;3;3
Municipal - 3105004;Municipal - Baldim;8;0;8;2;6;0;0;0;8;0;8
Municipal - 3153400;Municipal - Presidente Olegário;15;0;15;9;5;0;1;0;15;7;8
Municipal - 4215703;Municipal - Santo Amaro da Imperatriz;17;0;17;16;1;0;0;2;15;12;5
Municipal - 4305934;Municipal - Coronel Pilar;2;0;2;2;0;0;0;0;2;0;2
Municipal - 4305124;Municipal - Cerrito;7;0;7;7;0;0;0;2;5;6;1
Municipal - 4311205;Municipal - Júlio de Castilhos;13;0;13;11;2;0;0;4;9;10;3
Municipal - 4304697;Municipal - Capitão;5;0;5;5;0;0;0;4;1;4;1
Municipal - 4311775;Municipal - Maquiné;10;0;10;7;3;0;0;4;6;4;6
Municipal - 4302352;Municipal - Bom Princípio;15;0;15;15;0;0;0;6;9;8;7
Municipal - 3151206;Municipal - Pirapora;20;0;20;20;0;0;0;0;20;0;20
Municipal - 3522802;Municipal - Itaporanga;9;0;9;6;3;0;0;0;9;0;9
Municipal - 3116209;Municipal - Chiador;8;0;8;6;2;0;0;1;7;2;6
Municipal - 3145703;Municipal - Oliveira Fortes;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3519600;Municipal - Ibitinga;23;0;23;20;3;0;0;6;17;14;9
Municipal - 3545100;Municipal - Salmourão;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3134608;Municipal - Jaboticatubas;12;0;12;7;4;0;1;0;12;0;12
Municipal - 3125200;Municipal - Fama;3;0;3;2;1;0;0;1;2;1;2
Municipal - 3554201;Municipal - Tejupá;8;0;8;3;5;0;0;0;8;0;8
Municipal - 3128303;Municipal - Guaranésia;7;0;7;7;0;0;0;0;7;1;6
