"uf","municipios","esfera","status"
MG,Santa Cruz de Minas,Municipal,Não iniciado
MG,Santa Cruz de Salinas,Municipal,Não iniciado
MG,Santa Cruz do Escalvado,Municipal,Não iniciado
MG,Santa Efigênia de Minas,Municipal,Não iniciado
MG,Santa Fé de Minas,Municipal,Não iniciado
MG,Santa Helena de Minas,Municipal,Não iniciado
MG,Santa Juliana,Municipal,Não iniciado
MG,Santa Luzia,Municipal,Não iniciado
MG,Santa Margarida,Municipal,Não iniciado
MG,Santa Maria de Itabira,Municipal,Não iniciado
MG,Santa Maria do Salto,Municipal,Não iniciado
MG,Santa Maria do Suaçuí,Municipal,Não iniciado
MG,Santana da Vargem,Municipal,Não iniciado
MG,Santana de Cataguases,Municipal,Não iniciado
MG,Santana de Pirapama,Municipal,Não iniciado
MG,Santana do Deserto,Municipal,Não iniciado
MG,Santana do Garambéu,Municipal,Não iniciado
MG,Santana do Jacaré,Municipal,Não iniciado
MG,Santana do Manhuaçu,Municipal,Não iniciado
MG,Santana do Paraíso,Municipal,Não iniciado
MG,Santana do Riacho,Municipal,Não iniciado
MG,Santana dos Montes,Municipal,Não iniciado
MG,Santa Rita de Caldas,Municipal,Não iniciado
MG,Santa Rita de Ibitipoca,Municipal,Não iniciado
MG,Santa Rita de Jacutinga,Municipal,Não iniciado
MG,Santa Rita de Minas,Municipal,Não iniciado
MG,Santa Rita do Itueto,Municipal,Não iniciado
MG,Santa Rita do Sapucaí,Municipal,Não iniciado
MG,Santa Rosa da Serra,Municipal,Não iniciado
MG,Santa Vitória,Municipal,Não iniciado
MG,Santo Antônio do Amparo,Municipal,Não iniciado
MG,Santo Antônio do Aventureiro,Municipal,Não iniciado
MG,Santo Antônio do Grama,Municipal,Não iniciado
MG,Santo Antônio do Itambé,Municipal,Não iniciado
MG,Santo Antônio do Jacinto,Municipal,Não iniciado
MG,Santo Antônio do Monte,Municipal,Não iniciado
MG,Santo Antônio do Retiro,Municipal,Não iniciado
MG,Santo Antônio do Rio Abaixo,Municipal,Não iniciado
MG,Santo Hipólito,Municipal,Não iniciado
MG,Santos Dumont,Municipal,Não iniciado
MG,São Bento Abade,Municipal,Não iniciado
MG,São Brás do Suaçuí,Municipal,Não iniciado
MG,São Domingos das Dores,Municipal,Não iniciado
MG,São Domingos do Prata,Municipal,Não iniciado
MG,São Félix de Minas,Municipal,Não iniciado
MG,São Francisco,Municipal,Não iniciado
MG,São Francisco de Paula,Municipal,Não iniciado
MG,São Francisco de Sales,Municipal,Não iniciado
MG,São Francisco do Glória,Municipal,Não iniciado
MG,São Geraldo,Municipal,Não iniciado
MG,São Geraldo da Piedade,Municipal,Não iniciado
MG,São Geraldo do Baixio,Municipal,Não iniciado
MG,São Gonçalo do Abaeté,Municipal,Não iniciado
MG,São Gonçalo do Pará,Municipal,Não iniciado
MG,São Gonçalo do Rio Abaixo,Municipal,Não iniciado
MG,São Gonçalo do Rio Preto,Municipal,Não iniciado
MG,São Gonçalo do Sapucaí,Municipal,Não iniciado
MG,São Gotardo,Municipal,Não iniciado
MG,São João Batista do Glória,Municipal,Não iniciado
MG,São João da Lagoa,Municipal,Não iniciado
MG,São João da Mata,Municipal,Não iniciado
MG,São João da Ponte,Municipal,Não iniciado
MG,São João das Missões,Municipal,Não iniciado
MG,São João del Rei,Municipal,Não iniciado
MG,São João do Manhuaçu,Municipal,Não iniciado
MG,São João do Manteninha,Municipal,Não iniciado
MG,São João do Oriente,Municipal,Não iniciado
MG,São João do Pacuí,Municipal,Não iniciado
MG,São João do Paraíso,Municipal,Não iniciado
MG,São João Evangelista,Municipal,Não iniciado
MG,São João Nepomuceno,Municipal,Não iniciado
MG,São Joaquim de Bicas,Municipal,Não iniciado
MG,São José da Barra,Municipal,Não iniciado
MG,São José da Lapa,Municipal,Não iniciado
MG,São José da Safira,Municipal,Não iniciado
MG,São José da Varginha,Municipal,Não iniciado
MG,São José do Alegre,Municipal,Não iniciado
MG,São José do Divino,Municipal,Não iniciado
MG,São José do Goiabal,Municipal,Não iniciado
MG,São José do Jacuri,Municipal,Não iniciado
MG,São José do Mantimento,Municipal,Não iniciado
MG,São Lourenço,Municipal,Não iniciado
MG,São Miguel do Anta,Municipal,Não iniciado
MG,São Pedro da União,Municipal,Não iniciado
MG,São Pedro dos Ferros,Municipal,Não iniciado
MG,São Pedro do Suaçuí,Municipal,Não iniciado
MG,São Romão,Municipal,Não iniciado
MG,São Roque de Minas,Municipal,Não iniciado
MG,São Sebastião da Bela Vista,Municipal,Não iniciado
MG,São Sebastião da Vargem Alegre,Municipal,Não iniciado
MG,São Sebastião do Anta,Municipal,Não iniciado
MG,São Sebastião do Maranhão,Municipal,Não iniciado
MG,São Sebastião do Oeste,Municipal,Não iniciado
MG,São Sebastião do Paraíso,Municipal,Não iniciado
MG,São Sebastião do Rio Preto,Municipal,Não iniciado
MG,São Sebastião do Rio Verde,Municipal,Não iniciado
MG,São Thomé das Letras,Municipal,Não iniciado
MG,São Tiago,Municipal,Não iniciado
MG,São Tomás de Aquino,Municipal,Não iniciado
MG,São Vicente de Minas,Municipal,Não iniciado
MG,Sapucaí-Mirim,Municipal,Não iniciado
MG,Sardoá,Municipal,Não iniciado
MG,Sarzedo,Municipal,Não iniciado
MG,Sem-Peixe,Municipal,Não iniciado
MG,Senador Amaral,Municipal,Não iniciado
MG,Senador Cortes,Municipal,Não iniciado
MG,Senador Firmino,Municipal,Não iniciado
MG,Senador José Bento,Municipal,Não iniciado
MG,Senador Modestino Gonçalves,Municipal,Não iniciado
MG,Senhora de Oliveira,Municipal,Não iniciado
MG,Senhora do Porto,Municipal,Não iniciado
MG,Senhora dos Remédios,Municipal,Não iniciado
MG,Sericita,Municipal,Não iniciado
MG,Seritinga,Municipal,Não iniciado
MG,Serra Azul de Minas,Municipal,Não iniciado
MG,Serra da Saudade,Municipal,Não iniciado
MG,Serra dos Aimorés,Municipal,Não iniciado
MG,Serra do Salitre,Municipal,Não iniciado
MG,Serrania,Municipal,Não iniciado
MG,Serranópolis de Minas,Municipal,Não iniciado
MG,Serranos,Municipal,Não iniciado
MG,Serro,Municipal,Não iniciado
MG,Sete Lagoas,Municipal,Não iniciado
MG,Setubinha,Municipal,Não iniciado
MG,Silveirânia,Municipal,Não iniciado
MG,Silvianópolis,Municipal,Não iniciado
MG,Simão Pereira,Municipal,Não iniciado
MG,Simonésia,Municipal,Não iniciado
MG,Sobrália,Municipal,Não iniciado
MG,Soledade de Minas,Municipal,Não iniciado
MG,Tabuleiro,Municipal,Não iniciado
MG,Taiobeiras,Municipal,Não iniciado
MG,Taparuba,Municipal,Não iniciado
MG,Tapira,Municipal,Não iniciado
MG,Tapiraí,Municipal,Não iniciado
MG,Taquaraçu de Minas,Municipal,Não iniciado
MG,Tarumirim,Municipal,Não iniciado
MG,Teixeiras,Municipal,Não iniciado
MG,Teófilo Otoni,Municipal,Não iniciado
MG,Timóteo,Municipal,Não iniciado
MG,Tiradentes,Municipal,Não iniciado
MG,Tiros,Municipal,Não iniciado
MG,Tocantins,Municipal,Não iniciado
MG,Tocos do Moji,Municipal,Não iniciado
MG,Toledo,Municipal,Não iniciado
MG,Tombos,Municipal,Não iniciado
MG,Três Corações,Municipal,Não iniciado
MG,Três Marias,Municipal,Não iniciado
MG,Três Pontas,Municipal,Não iniciado
MG,Tumiritinga,Municipal,Não iniciado
MG,Tupaciguara,Municipal,Não iniciado
MG,Turmalina,Municipal,Não iniciado
MG,Turvolândia,Municipal,Não iniciado
MG,Ubá,Municipal,Não iniciado
MG,Ubaí,Municipal,Não iniciado
MG,Ubaporanga,Municipal,Não iniciado
MG,Uberaba,Municipal,Não iniciado
MG,Uberlândia,Municipal,Não iniciado
MG,Umburatiba,Municipal,Não iniciado
MG,Unaí,Municipal,Não iniciado
MG,União de Minas,Municipal,Não iniciado
MG,Uruana de Minas,Municipal,Não iniciado
MG,Urucânia,Municipal,Não iniciado
MG,Urucuia,Municipal,Não iniciado
MG,Vargem Alegre,Municipal,Não iniciado
MG,Vargem Bonita,Municipal,Não iniciado
MG,Vargem Grande do Rio Pardo,Municipal,Não iniciado
MG,Varginha,Municipal,Não iniciado
MG,Varjão de Minas,Municipal,Não iniciado
MG,Várzea da Palma,Municipal,Não iniciado
MG,Varzelândia,Municipal,Não iniciado
MG,Vazante,Municipal,Não iniciado
MG,Verdelândia,Municipal,Não iniciado
MG,Veredinha,Municipal,Não iniciado
MG,Veríssimo,Municipal,Não iniciado
MG,Vermelho Novo,Municipal,Não iniciado
MG,Vespasiano,Municipal,Não iniciado
MG,Viçosa,Municipal,Não iniciado
MG,Vieiras,Municipal,Não iniciado
MG,Virgem da Lapa,Municipal,Não iniciado
MG,Virgínia,Municipal,Não iniciado
MG,Virginópolis,Municipal,Não iniciado
MG,Virgolândia,Municipal,Não iniciado
MG,Visconde do Rio Branco,Municipal,Não iniciado
MG,Volta Grande,Municipal,Não iniciado
MG,Wenceslau Braz,Municipal,Não iniciado
MS,-,Estatual,Não iniciado
MS,Água Clara,Municipal,Não iniciado
MS,Alcinópolis,Municipal,Não iniciado
MS,Amambaí,Municipal,Não iniciado
MS,Anastácio,Municipal,Não iniciado
MS,Anaurilândia,Municipal,Não iniciado
MS,Angélica,Municipal,Não iniciado
MS,Antônio João,Municipal,Não iniciado
MS,Aparecida do Taboado,Municipal,Não iniciado
MS,Aquidauana,Municipal,Não iniciado
MS,Aral Moreira,Municipal,Não iniciado
MS,Bandeirantes,Municipal,Não iniciado
MS,Bataguassu,Municipal,Não iniciado
MS,Batayporã,Municipal,Não iniciado
MS,Bela Vista,Municipal,Não iniciado
MS,Bodoquena,Municipal,Não iniciado
MS,Bonito,Municipal,Não iniciado
MS,Brasilândia,Municipal,Não iniciado
MS,Caarapó,Municipal,Não iniciado
MS,Camapuã,Municipal,Não iniciado
MS,Campo Grande,Municipal,Não iniciado
MS,Caracol,Municipal,Não iniciado
MS,Cassilândia,Municipal,Não iniciado
MS,Chapadão do Sul,Municipal,Não iniciado
MS,Corguinho,Municipal,Não iniciado
MS,Coronel Sapucaia,Municipal,Não iniciado
MS,Corumbá,Municipal,Não iniciado
MS,Costa Rica,Municipal,Não iniciado
MS,Coxim,Municipal,Não iniciado
MS,Deodápolis,Municipal,Não iniciado
MS,Dois Irmãos do Buriti,Municipal,Não iniciado
MS,Douradina,Municipal,Não iniciado
MS,Dourados,Municipal,Não iniciado
MS,Eldorado,Municipal,Não iniciado
MS,Fátima do Sul,Municipal,Não iniciado
MS,Figueirão,Municipal,Não iniciado
MS,Glória de Dourados,Municipal,Não iniciado
MS,Guia Lopes da Laguna,Municipal,Não iniciado
MS,Iguatemi,Municipal,Não iniciado
MS,Inocência,Municipal,Não iniciado
MS,Itaporã,Municipal,Não iniciado
MS,Itaquiraí,Municipal,Não iniciado
MS,Ivinhema,Municipal,Não iniciado
MS,Japorã,Municipal,Não iniciado
MS,Jaraguari,Municipal,Não iniciado
MS,Jardim,Municipal,Não iniciado
MS,Jateí,Municipal,Não iniciado
MS,Juti,Municipal,Não iniciado
MS,Ladário,Municipal,Não iniciado
MS,Laguna Carapã,Municipal,Não iniciado
MS,Maracaju,Municipal,Não iniciado
MS,Miranda,Municipal,Não iniciado
MS,Mundo Novo,Municipal,Não iniciado
MS,Naviraí,Municipal,Não iniciado
MS,Nioaque,Municipal,Não iniciado
MS,Nova Alvorada do Sul,Municipal,Não iniciado
MS,Nova Andradina,Municipal,Não iniciado
MS,Novo Horizonte do Sul,Municipal,Não iniciado
MS,Paraíso das Águas,Municipal,Não iniciado
MS,Paranaíba,Municipal,Não iniciado
MS,Paranhos,Municipal,Não iniciado
MS,Pedro Gomes,Municipal,Não iniciado
MS,Ponta Porã,Municipal,Não iniciado
MS,Porto Murtinho,Municipal,Não iniciado
MS,Ribas do Rio Pardo,Municipal,Não iniciado
MS,Rio Brilhante,Municipal,Não iniciado
MS,Rio Negro,Municipal,Não iniciado
MS,Rio Verde de Mato Grosso,Municipal,Não iniciado
MS,Rochedo,Municipal,Não iniciado
MS,Santa Rita do Pardo,Municipal,Não iniciado
MS,São Gabriel do Oeste,Municipal,Não iniciado
MS,Selvíria,Municipal,Não iniciado
MS,Sete Quedas,Municipal,Não iniciado
MS,Sidrolândia,Municipal,Não iniciado
MS,Sonora,Municipal,Não iniciado
MS,Tacuru,Municipal,Não iniciado
MS,Taquarussu,Municipal,Não iniciado
MS,Terenos,Municipal,Não iniciado
MS,Três Lagoas,Municipal,Não iniciado
MS,Vicentina,Municipal,Não iniciado
MT,-,Estatual,Não iniciado
MT,Acorizal,Municipal,Não iniciado
MT,Água Boa,Municipal,Não iniciado
MT,Alta Floresta,Municipal,Não iniciado
MT,Alto Araguaia,Municipal,Não iniciado
MT,Alto Boa Vista,Municipal,Não iniciado
MT,Alto Garças,Municipal,Não iniciado
MT,Alto Paraguai,Municipal,Não iniciado
MT,Alto Taquari,Municipal,Não iniciado
MT,Apiacás,Municipal,Não iniciado
MT,Araguaiana,Municipal,Não iniciado
MT,Araguainha,Municipal,Não iniciado
MT,Araputanga,Municipal,Não iniciado
MT,Arenápolis,Municipal,Não iniciado
MT,Aripuanã,Municipal,Não iniciado
MT,Barão de Melgaço,Municipal,Não iniciado
MT,Barra do Bugres,Municipal,Não iniciado
MT,Barra do Garças,Municipal,Não iniciado
MT,Bom Jesus do Araguaia,Municipal,Não iniciado
MT,Brasnorte,Municipal,Não iniciado
MT,Cáceres,Municipal,Não iniciado
MT,Campinápolis,Municipal,Não iniciado
MT,Campo Novo do Parecis,Municipal,Não iniciado
MT,Campos de Júlio,Municipal,Não iniciado
MT,Campo Verde,Municipal,Não iniciado
MT,Canabrava do Norte,Municipal,Não iniciado
MT,Canarana,Municipal,Não iniciado
MT,Carlinda,Municipal,Não iniciado
MT,Castanheira,Municipal,Não iniciado
MT,Chapada dos Guimarães,Municipal,Não iniciado
MT,Cláudia,Municipal,Não iniciado
MT,Cocalinho,Municipal,Não iniciado
MT,Colíder,Municipal,Não iniciado
MT,Colniza,Municipal,Não iniciado
MT,Comodoro,Municipal,Não iniciado
MT,Confresa,Municipal,Não iniciado
MT,Conquista D'Oeste,Municipal,Não iniciado
MT,Cotriguaçu,Municipal,Não iniciado
MT,Cuiabá,Municipal,Não iniciado
MT,Curvelândia,Municipal,Não iniciado
MT,Denise,Municipal,Não iniciado
MT,Diamantino,Municipal,Não iniciado
MT,Dom Aquino,Municipal,Não iniciado
MT,Feliz Natal,Municipal,Não iniciado
MT,Figueirópolis D'Oeste,Municipal,Não iniciado
MT,Gaúcha do Norte,Municipal,Não iniciado
MT,General Carneiro,Municipal,Não iniciado
MT,Glória D'Oeste,Municipal,Não iniciado
MT,Guarantã do Norte,Municipal,Não iniciado
MT,Guiratinga,Municipal,Não iniciado
MT,Indiavaí,Municipal,Não iniciado
MT,Ipiranga do Norte,Municipal,Não iniciado
MT,Itanhangá,Municipal,Não iniciado
MT,Itaúba,Municipal,Não iniciado
MT,Itiquira,Municipal,Não iniciado
MT,Jaciara,Municipal,Não iniciado
MT,Jangada,Municipal,Não iniciado
MT,Jauru,Municipal,Não iniciado
MT,Juara,Municipal,Não iniciado
MT,Juína,Municipal,Não iniciado
MT,Juruena,Municipal,Não iniciado
MT,Juscimeira,Municipal,Não iniciado
MT,Lambari D'Oeste,Municipal,Não iniciado
MT,Lucas do Rio Verde,Municipal,Não iniciado
MT,Luciára,Municipal,Não iniciado
MT,Marcelândia,Municipal,Não iniciado
MT,Matupá,Municipal,Não iniciado
MT,Mirassol d'Oeste,Municipal,Não iniciado
MT,Nobres,Municipal,Não iniciado
MT,Nortelândia,Municipal,Não iniciado
MT,Nossa Senhora do Livramento,Municipal,Não iniciado
MT,Nova Bandeirantes,Municipal,Não iniciado
MT,Nova Brasilândia,Municipal,Não iniciado
MT,Nova Canaã do Norte,Municipal,Não iniciado
MT,Nova Guarita,Municipal,Não iniciado
MT,Nova Lacerda,Municipal,Não iniciado
MT,Nova Marilândia,Municipal,Não iniciado
MT,Nova Maringá,Municipal,Não iniciado
MT,Nova Monte Verde,Municipal,Não iniciado
MT,Nova Mutum,Municipal,Não iniciado
MT,Nova Nazaré,Municipal,Não iniciado
MT,Nova Olímpia,Municipal,Não iniciado
MT,Nova Santa Helena,Municipal,Não iniciado
MT,Nova Ubiratã,Municipal,Não iniciado
MT,Nova Xavantina,Municipal,Não iniciado
MT,Novo Horizonte do Norte,Municipal,Não iniciado
MT,Novo Mundo,Municipal,Não iniciado
MT,Novo Santo Antônio,Municipal,Não iniciado
MT,Novo São Joaquim,Municipal,Não iniciado
MT,Paranaíta,Municipal,Não iniciado
MT,Paranatinga,Municipal,Não iniciado
MT,Pedra Preta,Municipal,Não iniciado
MT,Peixoto de Azevedo,Municipal,Não iniciado
MT,Planalto da Serra,Municipal,Não iniciado
MT,Poconé,Municipal,Não iniciado
MT,Pontal do Araguaia,Municipal,Não iniciado
MT,Ponte Branca,Municipal,Não iniciado
MT,Pontes e Lacerda,Municipal,Não iniciado
MT,Porto Alegre do Norte,Municipal,Não iniciado
MT,Porto dos Gaúchos,Municipal,Não iniciado
MT,Porto Esperidião,Municipal,Não iniciado
MT,Porto Estrela,Municipal,Não iniciado
MT,Poxoréo,Municipal,Não iniciado
MT,Primavera do Leste,Municipal,Não iniciado
MT,Querência,Municipal,Não iniciado
MT,Reserva do Cabaçal,Municipal,Não iniciado
MT,Ribeirão Cascalheira,Municipal,Não iniciado
MT,Ribeirãozinho,Municipal,Não iniciado
MT,Rio Branco,Municipal,Não iniciado
MT,Rondolândia,Municipal,Não iniciado
MT,Rondonópolis,Municipal,Não iniciado
MT,Rosário Oeste,Municipal,Não iniciado
MT,Salto do Céu,Municipal,Não iniciado
MT,Santa Carmem,Municipal,Não iniciado
MT,Santa Cruz do Xingu,Municipal,Não iniciado
MT,Santa Rita do Trivelato,Municipal,Não iniciado
MT,Santa Terezinha,Municipal,Não iniciado
MT,Santo Afonso,Municipal,Não iniciado
MT,Santo Antônio do Leste,Municipal,Não iniciado
MT,Santo Antônio do Leverger,Municipal,Não iniciado
MT,São Félix do Araguaia,Municipal,Não iniciado
MT,São José do Povo,Municipal,Não iniciado
MT,São José do Rio Claro,Municipal,Não iniciado
MT,São José dos Quatro Marcos,Municipal,Não iniciado
MT,São José do Xingu,Municipal,Não iniciado
MT,São Pedro da Cipa,Municipal,Não iniciado
MT,Sapezal,Municipal,Não iniciado
MT,Serra Nova Dourada,Municipal,Não iniciado
MT,Sinop,Municipal,Não iniciado
MT,Sorriso,Municipal,Não iniciado
MT,Tabaporã,Municipal,Não iniciado
MT,Tangará da Serra,Municipal,Não iniciado
MT,Tapurah,Municipal,Não iniciado
MT,Terra Nova do Norte,Municipal,Não iniciado
MT,Tesouro,Municipal,Não iniciado
MT,Torixoréu,Municipal,Não iniciado
MT,União do Sul,Municipal,Não iniciado
MT,Vale de São Domingos,Municipal,Não iniciado
MT,Várzea Grande,Municipal,Não iniciado
MT,Vera,Municipal,Não iniciado
MT,Vila Bela da Santíssima Trindade,Municipal,Não iniciado
MT,Vila Rica,Municipal,Não iniciado
PA,-,Estatual,Não iniciado
PA,Abaetetuba,Municipal,Não iniciado
PA,Abel Figueiredo,Municipal,Não iniciado
PA,Acará,Municipal,Não iniciado
PA,Afuá,Municipal,Não iniciado
PA,Água Azul do Norte,Municipal,Não iniciado
PA,Alenquer,Municipal,Não iniciado
PA,Almeirim,Municipal,Não iniciado
PA,Altamira,Municipal,Não iniciado
PA,Anajás,Municipal,Não iniciado
PA,Ananindeua,Municipal,Não iniciado
PA,Anapu,Municipal,Não iniciado
PA,Augusto Corrêa,Municipal,Não iniciado
PA,Aurora do Pará,Municipal,Não iniciado
PA,Aveiro,Municipal,Não iniciado
PA,Bagre,Municipal,Não iniciado
PA,Baião,Municipal,Não iniciado
PA,Bannach,Municipal,Não iniciado
PA,Barcarena,Municipal,Não iniciado
PA,Belém,Municipal,Não iniciado
PA,Belterra,Municipal,Não iniciado
PA,Benevides,Municipal,Não iniciado
PA,Bom Jesus do Tocantins,Municipal,Não iniciado
PA,Bonito,Municipal,Não iniciado
PA,Bragança,Municipal,Não iniciado
PA,Brasil Novo,Municipal,Não iniciado
PA,Brejo Grande do Araguaia,Municipal,Não iniciado
PA,Breu Branco,Municipal,Não iniciado
PA,Breves,Municipal,Não iniciado
PA,Bujaru,Municipal,Não iniciado
PA,Cachoeira do Arari,Municipal,Não iniciado
PA,Cachoeira do Piriá,Municipal,Não iniciado
PA,Cametá,Municipal,Não iniciado
PA,Canaã dos Carajás,Municipal,Não iniciado
PA,Capanema,Municipal,Não iniciado
PA,Capitão Poço,Municipal,Não iniciado
PA,Castanhal,Municipal,Não iniciado
PA,Chaves,Municipal,Não iniciado
PA,Colares,Municipal,Não iniciado
PA,Conceição do Araguaia,Municipal,Não iniciado
PA,Concórdia do Pará,Municipal,Não iniciado
PA,Cumaru do Norte,Municipal,Não iniciado
PA,Curionópolis,Municipal,Não iniciado
PA,Curralinho,Municipal,Não iniciado
PA,Curuá,Municipal,Não iniciado
PA,Curuçá,Municipal,Não iniciado
PA,Dom Eliseu,Municipal,Não iniciado
PA,Eldorado dos Carajás,Municipal,Não iniciado
PA,Faro,Municipal,Não iniciado
PA,Floresta do Araguaia,Municipal,Não iniciado
PA,Garrafão do Norte,Municipal,Não iniciado
PA,Goianésia do Pará,Municipal,Não iniciado
PA,Gurupá,Municipal,Não iniciado
PA,Igarapé-Açu,Municipal,Não iniciado
PA,Igarapé-Miri,Municipal,Não iniciado
PA,Inhangapi,Municipal,Não iniciado
PA,Ipixuna do Pará,Municipal,Não iniciado
